,image_path,question,answer,fact_link,fact
1904,./data_v3/images/110201420220715101323.jpg,춘권은 어느 나라의 음식일까,중국,ko.dbpedia/561,"['춘권', 'subject', '중국_요리']"
1905,./data_v3/images/160100720220713175920.jpg,이미지 속 아르헨티나의 발명품은 뭐야,헬리콥터,ko.dbpedia/9550,"['헬리콥터', 'subject', '아르헨티나의_발명품']"
1906,./data_v3/images/114800420220719165206.jpg,이미지 속 교육공무원에 해당하는 직업은 뭘까,교사,ko.dbpedia/1112,"['교사', 'subject', '교육공무원']"
1907,./data_v3/images/110201120220714152929.jpg,이미지 속 벨기에 요리는 무엇일까,감자 튀김,ko.dbpedia/512,"['감자_튀김', 'subject', '벨기에_요리']"
1908,./data_v3/images/113200720220719145937.jpg,이미지 속 농기구는 뭐야,삽,ko.dbpedia/283,"['삽', 'subject', '농기구']"
1909,./data_v3/images/111200620220706113957.jpg,이미지 안에서 벚나무속과 속씨식물에 해당하는 과일은 뭐니,복숭아,"ko.dbpedia/6299,ko.dbpedia/6300","['복숭아', '미분류문', '속씨식물']:['복숭아', '속', '벚나무속']"
1910,./data_v3/images/110201120220714152154.jpg,이미지 속 프랑스 요리의 튀김은 뭐야,감자 튀김,"ko.dbpedia/511,ko.dbpedia/513","['감자_튀김', 'subject', '프랑스_요리']:['감자_튀김', 'subject', '튀김']"
1911,./data_v3/images/160200720220714135005.jpg,이미지 속 오픈 휠 경주에 사용하는 자동차는 뭐니,레이싱 카트,ko.dbpedia/9457,"['레이싱_카트', 'subject', '오픈_휠_경주']"
1912,./data_v3/images/111400220220706163003.jpg,트로피는 무슨 나라 언어의 외래어일까,그리스,ko.dbpedia/443,"['트로피', 'subject', '그리스어계_외래어']"
1913,./data_v3/images/141600920220712135433.jpg,나비는 무엇에 속하는 동물이야,절지동물,ko.dbpedia/1414,"['나비', '문', '절지동물']"
1914,./data_v3/images/111200720220706133821.jpg,실제 인물과 유사함이 요구되는 회화는 무엇이니,초상,"ko.dbpedia/379,ko.dbpedia/381","['초상', 'subject', '회화']"
1915,./data_v3/images/150600120220713115615.jpg,이미지 속 무술 장비는 뭐야,권투 글러브,ko.dbpedia/9092,"['권투_글러브', 'subject', '무술_장비']"
1916,./data_v3/images/111200720220706132237.jpg,이미지 속 초상화는 무엇에 속해,회화,"ko.dbpedia/380,ko.dbpedia/381","['초상', 'subject', '초상화']:['초상', 'subject', '회화']"
1917,./data_v3/images/111200820220706141106.jpg,풍경화는 무엇에 속할까,미술 장르,ko.dbpedia/383,"['풍경화', 'subject', '미술_장르']"
1918,./data_v3/images/115000120220719152413.jpg,고로케는 어느 나라의 요리일까,일본,ko.dbpedia/1218,"['고로케', 'subject', '일본_요리']"
1919,./data_v3/images/115000120220719152527.jpg,이미지 속 감자 요리는 무엇에 속한다고 볼 수 있니,튀김,"ko.dbpedia/1219,ko.dbpedia/1220","['고로케', 'subject', '튀김']:['고로케', 'subject', '감자_요리']"
1920,./data_v3/images/115000220220719153856.jpg,이미지 속 운향과에 속하는 과일은 무엇이니,레몬,ko.dbpedia/6236,"['레몬', '과', '운향과']"
1921,./data_v3/images/115000320220719155543.jpg,대한민국에서 콘도그를 무엇이라고 부를까,핫도그,"ko.dbpedia/1221,ko.dbpedia/5006","['접시', 'subject', '식기']"
1922,./data_v3/images/115000320220719155626.jpg,이미지 속 튀김은 무엇에 속해,핫도그,"ko.dbpedia/1223,ko.dbpedia/1224","['콘도그', 'subject', '튀김']:['콘도그', 'subject', '핫도그']"
1923,./data_v3/images/115000320220719155744.jpg,이미지 속 튀김에 해당되는 음식은 뭐야,콘도그,ko.dbpedia/1223,"['콘도그', 'subject', '튀김']"
1924,./data_v3/images/115000420220719160912.jpg,피시 앤드 칩스는 무슨 재료로 요리한거지,생선,ko.dbpedia/1226,"['피시_앤드_칩스', 'subject', '생선_요리']"
1925,./data_v3/images/115000420220719161216.jpg,피시 앤드 칩스는 무슨 요리일까,생선 요리,ko.dbpedia/1226,"['피시_앤드_칩스', 'subject', '생선_요리']"
1926,./data_v3/images/115000420220719161757.jpg,레몬은 무엇에 속해있어,운향과,ko.dbpedia/6236,"['레몬', '과', '운향과']"
1927,./data_v3/images/115000420220719162523.jpg,잉글랜드의 생선 요리는 무엇이니,피시 앤드 칩스,"ko.dbpedia/1226,ko.dbpedia/1228","['피시_앤드_칩스', 'subject', '생선_요리']:['피시_앤드_칩스', 'subject', '잉글랜드_요리']"
1928,./data_v3/images/115000420220719162858.jpg,이미지 속 패스트 푸드는 어느 나라 요리야,잉글랜드,"ko.dbpedia/1227,ko.dbpedia/1228","['피시_앤드_칩스', 'subject', '패스트_푸드']:['피시_앤드_칩스', 'subject', '잉글랜드_요리']"
1929,./data_v3/images/115000420220719163617.jpg,이미지 내 패스트 푸드는 어느 나라 요리야,잉글랜드,"ko.dbpedia/1227,ko.dbpedia/1228","['피시_앤드_칩스', 'subject', '패스트_푸드']:['피시_앤드_칩스', 'subject', '잉글랜드_요리']"
1930,./data_v3/images/115100120220719173034.jpg,이미지 속 탈것에 해당하는 건 뭐야,자동차,ko.dbpedia/9504,"['자동차', 'subject', '탈것']"
1931,./data_v3/images/115100120220719175255.jpg,환경을 위해 심어 놓은 나무는 무엇이니,가로수,"ko.dbpedia/1236,ko.dbpedia/1237","['가로수', 'subject', '나무']:['가로수', 'subject', '환경']"
1932,./data_v3/images/115100120220719180253.jpg,도로를  비추기 위해 설치된 조명은 뭐야,가로등,"ko.dbpedia/4100,ko.dbpedia/4101","['가로등', 'subject', '조명']:['가로등', 'subject', '도로']"
1933,./data_v3/images/115100120220719181028.jpg,이미지 속 탈것은 무엇에 속하니,도로 교통,"ko.dbpedia/9504,ko.dbpedia/9505","['자동차', 'subject', '탈것']:['자동차', 'subject', '도로_교통']"
1934,./data_v3/images/115100120220719182923.jpg,이미지 속 도로 위의 탈것은 뭐라고 부르지,자동차,ko.dbpedia/9504,"['자동차', 'subject', '탈것']"
1935,./data_v3/images/115100120220720101041.jpg,자전거는 어느 나라의 발명품이니,프랑스,ko.dbpedia/9512,"['자전거', 'subject', '프랑스의_발명품']"
1936,./data_v3/images/115100120220720101852.jpg,가로수는 무엇을 위해서 심어 놓는 나무이지,환경,ko.dbpedia/1237,"['가로수', 'subject', '환경']"
1937,./data_v3/images/115100120220720104221.jpg,이미지에서 탈것을 뭐라고 부를까,자동차,ko.dbpedia/9504,"['자동차', 'subject', '탈것']"
1938,./data_v3/images/120100820220707103813.jpg,나방은 절지동물이면서 어떤 것에 속하니,곤충,"ko.dbpedia/1404,ko.dbpedia/1407","['나방', '강', '곤충']:['나방', '문', '절지동물']"
1939,./data_v3/images/120100820220707103839.jpg,나비목과 절지동물에 속한 동물은 뭐니,나방,"ko.dbpedia/1406,ko.dbpedia/1407","['나방', '문', '절지동물']"
1940,./data_v3/images/120100820220707103905.jpg,나방은 무슨 동물에 해당할까,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1941,./data_v3/images/120100820220707103945.jpg,나방은 무슨 동물에 속하니,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1942,./data_v3/images/120100820220707104058.jpg,이미지 속 절지동물에 해당하는 것은 뭐야,나방,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1943,./data_v3/images/120100820220707104125.jpg,나방은 무엇에 속하는 곤충이니,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1944,./data_v3/images/120100820220707104228.jpg,나방은 어디에 포함되는 곤충이야,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1945,./data_v3/images/120100820220707104249.jpg,이미지 속 절지동물은 뭐야,나방,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1946,./data_v3/images/120100820220707104356.jpg,나방은 무엇에 속하는 곤충이야,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1947,./data_v3/images/120100820220707104504.jpg,나방은 곤충이면서 무엇에 속하니,동물,"ko.dbpedia/1404,ko.dbpedia/1405","['나방', '강', '곤충']:['나방', '계', '동물']"
1948,./data_v3/images/120100820220707104608.jpg,이미지 속 절지동물은 무엇에 속해,나비목,"ko.dbpedia/1406,ko.dbpedia/1407","['나방', '문', '절지동물']"
1949,./data_v3/images/120100820220707104633.jpg,이미지에 있는 나방은 무슨 동물일까,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1950,./data_v3/images/120100820220707104837.jpg,나방은 무슨 동물에 속하니,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1951,./data_v3/images/120100820220707104907.jpg,나방은 무엇에 속하는 동물이야,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1952,./data_v3/images/120100820220707105645.jpg,나방은 무슨 동물일까,절지동물,ko.dbpedia/1407,"['나방', '문', '절지동물']"
1953,./data_v3/images/120100820220707105810.jpg,이미지 속 절지동물은 무엇에 속할까,나비목,"ko.dbpedia/1406,ko.dbpedia/1407","['나방', '문', '절지동물']"
1954,./data_v3/images/120100820220707105834.jpg,나방은 무엇에 속한 절지동물이니,나비목,"ko.dbpedia/1406,ko.dbpedia/1407","['나방', '문', '절지동물']"
1955,./data_v3/images/120100920220707111904.jpg,바퀴목에 해당하는 동물은 무엇이니,사마귀,ko.dbpedia/1576,"['사마귀', '목', '바퀴목']"
1956,./data_v3/images/120100920220707112033.jpg,사마귀는 무엇에 속할까,유시아강,ko.dbpedia/1578,"['사마귀', '아강', '유시아강']"
1957,./data_v3/images/120100920220707112200.jpg,사마귀는 무엇에 속할까,바퀴목,ko.dbpedia/1576,"['사마귀', '목', '바퀴목']"
1958,./data_v3/images/120100920220707114326.jpg,사마귀는 무엇에 속하는 동물이야,바퀴목,ko.dbpedia/1576,"['사마귀', '목', '바퀴목']"
1959,./data_v3/images/120100920220707114343.jpg,사마귀는 무엇에 해당하는 곤충이야,절지동물,ko.dbpedia/1577,"['사마귀', '문', '절지동물']"
1960,./data_v3/images/120100920220707114414.jpg,바퀴목에 포함되는 곤충은 뭐야,사마귀,ko.dbpedia/1576,"['사마귀', '목', '바퀴목']"
1961,./data_v3/images/120100920220707114528.jpg,사마귀는 무엇에 포함되는 곤충일까,바퀴목,ko.dbpedia/1576,"['사마귀', '목', '바퀴목']"
1962,./data_v3/images/120100920220707114557.jpg,바퀴목에 속하는 사마귀는 무슨 동물일까,절지동물,"ko.dbpedia/1576,ko.dbpedia/1577","['사마귀', '목', '바퀴목']:['사마귀', '문', '절지동물']"
1963,./data_v3/images/120100920220707114615.jpg,사마귀는 무엇에 포함되는 곤충이지,절지동물,ko.dbpedia/1577,"['사마귀', '문', '절지동물']"
1964,./data_v3/images/120100920220707114655.jpg,바퀴목에 포함되는 곤충은 뭘까,사마귀,ko.dbpedia/1576,"['사마귀', '목', '바퀴목']"
1965,./data_v3/images/120100920220707114713.jpg,사마귀는 무엇에 해당하는 곤충이지,절지동물,ko.dbpedia/1577,"['사마귀', '문', '절지동물']"
1966,./data_v3/images/120100920220707114730.jpg,사마귀는 무엇에 해당하는 곤충일까,유시아강,ko.dbpedia/1578,"['사마귀', '아강', '유시아강']"
1967,./data_v3/images/120100920220707114746.jpg,사마귀는 무엇에 속할까,바퀴목,ko.dbpedia/1576,"['사마귀', '목', '바퀴목']"
1968,./data_v3/images/120100920220707163208.jpg,사마귀는 무엇에 해당하는 곤충이니,유시아강,ko.dbpedia/1578,"['사마귀', '아강', '유시아강']"
1969,./data_v3/images/120100920220707163313.jpg,이미지 속 절지동물은 무엇에 해당하는 곤충이니,사마귀아목,"ko.dbpedia/1577,ko.dbpedia/1580","['사마귀', '문', '절지동물']:['사마귀', '아목', '사마귀아목']"
1970,./data_v3/images/120100920220707163332.jpg,사마귀는 무엇에 해당하는 동물이니,유시아강,ko.dbpedia/1578,"['사마귀', '아강', '유시아강']"
1971,./data_v3/images/120101020220707132802.jpg,절지동물인 파리는 어디에 속하니,곤충,"ko.dbpedia/1681,ko.dbpedia/1684","['파리_(곤충)', '강', '곤충']:['파리_(곤충)', '문', '절지동물']"
1972,./data_v3/images/120101020220707132826.jpg,이미지 속 짧은뿔파리류에 속한 동물은 뭐야,절지동물,"ko.dbpedia/1684,ko.dbpedia/1685","['파리_(곤충)', '문', '절지동물']:['파리_(곤충)', '아목', '짧은뿔파리류']"
1973,./data_v3/images/120101020220707132848.jpg,이미지 속 파리목에 속하는 곤충은 무엇에 해당될까,절지동물,"ko.dbpedia/1683,ko.dbpedia/1684","['파리_(곤충)', '목', '파리목']:['파리_(곤충)', '문', '절지동물']"
1974,./data_v3/images/120101020220707132907.jpg,이미지 속 새우는 무엇에 해당하는 동물이야,갑각류,ko.dbpedia/1319,"['새우', '아문', '갑각류']"
1975,./data_v3/images/120101020220707132931.jpg,콩은 무엇에 해당하니,진정쌍떡잎식물,ko.dbpedia/8776,"['콩', '미분류강', '진정쌍떡잎식물']"
1976,./data_v3/images/120101020220707133001.jpg,이미지 속 절지동물은 무엇일까,파리,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1977,./data_v3/images/120101020220707133039.jpg,이미지에서 무환자나무목에 속하는 과일은 무엇이니,레몬,ko.dbpedia/6237,"['레몬', '목', '무환자나무목']"
1978,./data_v3/images/120101020220707133105.jpg,이미지 속 파리는 무엇에 속하는 곤충이야,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1979,./data_v3/images/120101020220707133134.jpg,파리는 무슨 동물일까,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1980,./data_v3/images/120101020220707133202.jpg,이미지 속 절지동물은 무엇에 속할까,파리목,"ko.dbpedia/1680,ko.dbpedia/1684","['파리_(곤충)', 'subject', '파리목']:['파리_(곤충)', '문', '절지동물']"
1981,./data_v3/images/120101020220707133228.jpg,이미지 속에 짧은뿔파리류에 속하는 동물은 뭐니,파리,ko.dbpedia/1685,"['파리_(곤충)', '아목', '짧은뿔파리류']"
1982,./data_v3/images/120101020220707133304.jpg,파리는 무엇에 속하는 동물일까,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1983,./data_v3/images/120101020220707133324.jpg,이미지 속 절지동물은 무엇에 속하는 곤충이야,파리목,"ko.dbpedia/1680,ko.dbpedia/1684","['파리_(곤충)', 'subject', '파리목']:['파리_(곤충)', '문', '절지동물']"
1984,./data_v3/images/120101020220707133349.jpg,파리는 무슨 동물이니,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1985,./data_v3/images/120101020220707133408.jpg,이미지 속 절지동물에 해당하는 동물은 뭐야,파리,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1986,./data_v3/images/120101020220707133430.jpg,이미지 속 파리는 무엇에 해당하는 동물이니,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1987,./data_v3/images/120101020220707133504.jpg,이미지 속 절지동물은 뭐야,파리,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1988,./data_v3/images/120101020220707133530.jpg,이미지 속 곤충은 무엇에 속할까,짧은뿔파리류,ko.dbpedia/1685,"['파리_(곤충)', '아목', '짧은뿔파리류']"
1989,./data_v3/images/120101020220707133708.jpg,파리는 무엇에 해당하는 동물이야,집파리하목,ko.dbpedia/1686,"['파리_(곤충)', '하목', '집파리하목']"
1990,./data_v3/images/120101020220707133757.jpg,절지동물에 해당하는 동물은 무엇일까,파리,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1991,./data_v3/images/120101020220707133823.jpg,이미지 속 파리는 무엇에 해당하는 동물일까,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1992,./data_v3/images/120101020220707133846.jpg,이미지 속 절지동물은 무엇에 속하는 곤충이니,집파리하목,"ko.dbpedia/1684,ko.dbpedia/1686","['파리_(곤충)', '문', '절지동물']:['파리_(곤충)', '하목', '집파리하목']"
1993,./data_v3/images/120101020220707133909.jpg,파리는 무슨 동물일까,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1994,./data_v3/images/120101020220707133956.jpg,파리는 무엇에 해당할까,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1995,./data_v3/images/120101020220707134058.jpg,파리는 무엇에 포함되는 곤충이니,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1996,./data_v3/images/120101020220707134135.jpg,파리는 어떤 동물일까,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1997,./data_v3/images/120101020220707164023.jpg,파리는 어디에 속하는 동물이니,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1998,./data_v3/images/120101020220707164039.jpg,파리는 무슨 동물에 해당할까,절지동물,ko.dbpedia/1684,"['파리_(곤충)', '문', '절지동물']"
1999,./data_v3/images/120101020220707164135.jpg,파리는 무엇에 해당하는 동물이니,집파리하목,ko.dbpedia/1686,"['파리_(곤충)', '하목', '집파리하목']"
2000,./data_v3/images/120101020220707164234.jpg,이미지 속 절지동물은 무엇에 속하니,짧은뿔파리류,"ko.dbpedia/1684,ko.dbpedia/1685","['파리_(곤충)', '문', '절지동물']:['파리_(곤충)', '아목', '짧은뿔파리류']"
2001,./data_v3/images/120101020220707164425.jpg,파리는 무슨 동물에 속할까,절지동물,"ko.dbpedia/1684,ko.dbpedia/1685","['파리_(곤충)', '문', '절지동물']:['파리_(곤충)', '아목', '짧은뿔파리류']"
2002,./data_v3/images/120104220220720111124.jpg,이미지 속 절지동물은 뭐야,청띠제비나비,ko.dbpedia/1678,"['청띠제비나비', '문', '절지동물']"
2003,./data_v3/images/120104220220720111331.jpg,이미지 내 호랑나비과에 속하는 곤충은 뭐야,청띠제비나비,ko.dbpedia/1674,"['청띠제비나비', 'subject', '호랑나비과']"
2004,./data_v3/images/120104220220720113630.jpg,청띠제비나비는 무슨 동물일까,절지동물,ko.dbpedia/1678,"['청띠제비나비', '문', '절지동물']"
2005,./data_v3/images/120104420220720131141.jpg,이미지에서 외시류에 속하는 곤충은 뭐야,흰개미,ko.dbpedia/1709,"['흰개미', '상목', '외시류']"
2006,./data_v3/images/120104620220720131746.jpg,이미지 속 절지동물은 무엇일까,배추흰나비,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2007,./data_v3/images/120104620220720132253.jpg,이미지에서 호랑나비상과에 속하는 동물은 뭐야,배추흰나비,ko.dbpedia/1536,"['배추흰나비', '상과', '호랑나비상과']"
2008,./data_v3/images/120104620220720132415.jpg,이미지 속 절지동물은 무엇에 해당되는 곤충이야,흰나비과,"ko.dbpedia/1531,ko.dbpedia/1535","['배추흰나비', 'subject', '흰나비과']:['배추흰나비', '문', '절지동물']"
2009,./data_v3/images/120104620220720132514.jpg,절지동물에 해당하는 동물은 뭐야,배추흰나비,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2010,./data_v3/images/120104620220720132556.jpg,배추흰나비는 무엇에 속하는 곤충일까,절지동물,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2011,./data_v3/images/120104620220720132746.jpg,이미지 속 곤충은 무엇에 포함될까,절지동물,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2012,./data_v3/images/120104620220720132848.jpg,배추흰나비는 무엇에 포함되는 동물이야,절지동물,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2013,./data_v3/images/120104620220720132918.jpg,절지동물에 속하는 동물은 뭐야,배추흰나비,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2014,./data_v3/images/120104620220720133115.jpg,절지동물에 포함되는 동물은 뭐야,"배추흰나비
",ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2015,./data_v3/images/120104620220720133226.jpg,배추흰나비는 무엇에 속하니,절지동물,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2016,./data_v3/images/120104620220720133519.jpg,이미지 속 절지동물은 무엇에 속할까,호랑나비상과,"ko.dbpedia/1535,ko.dbpedia/1536","['배추흰나비', '문', '절지동물']:['배추흰나비', '상과', '호랑나비상과']"
2017,./data_v3/images/120104620220720134238.jpg,호랑나비상과에 속하는 동물은 뭘까,배추흰나비,ko.dbpedia/1536,"['배추흰나비', '상과', '호랑나비상과']"
2018,./data_v3/images/120104620220720134818.jpg,배추흰나비는 무엇에 포함되는 곤충이지,절지동물,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2019,./data_v3/images/120104620220720143412.jpg,이미지 속 호랑나비상과에 해당하는 곤충은 무엇에 속해,절지동물,"ko.dbpedia/1535,ko.dbpedia/1536","['배추흰나비', '문', '절지동물']:['배추흰나비', '상과', '호랑나비상과']"
2020,./data_v3/images/120104620220720145019.jpg,이미지 속 절지동물에 속하는 동물은 무엇일까,배추흰나비,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2021,./data_v3/images/120104620220720145055.jpg,이미지 속 곤충은 무엇에 해당하지,흰나비과,ko.dbpedia/1531,"['배추흰나비', 'subject', '흰나비과']"
2022,./data_v3/images/120104620220720145205.jpg,배추흰나비는 무엇에 속하는 곤충이지,절지동물,ko.dbpedia/1535,"['배추흰나비', '문', '절지동물']"
2023,./data_v3/images/120104620220720145330.jpg,이미지 속 호랑나비상과에 속한 절지동물은 뭐야,배추흰나비,"ko.dbpedia/1535,ko.dbpedia/1536","['배추흰나비', '문', '절지동물']:['배추흰나비', '상과', '호랑나비상과']"
2024,./data_v3/images/120104620220720145414.jpg,배추흰나비는 무엇에 속하는 곤충이니,호랑나비상과,ko.dbpedia/1536,"['배추흰나비', '상과', '호랑나비상과']"
2025,./data_v3/images/120104620220720145431.jpg,배추흰나비는 무엇에 속할까,호랑나비상과,ko.dbpedia/1536,"['배추흰나비', '상과', '호랑나비상과']"
2026,./data_v3/images/120203120220707134453.jpg,고라니는 무슨 동물이니,척삭동물,ko.dbpedia/3224,"['고라니', '문', '척삭동물']"
2027,./data_v3/images/120203120220707134523.jpg,이미지에서 사슴과에 속하는 동물은 뭐야,고라니,ko.dbpedia/3220,"['고라니', 'subject', '사슴과']"
2028,./data_v3/images/120203120220707134553.jpg,이미지 속 포유류는 무슨 동물이야,척삭동물,"ko.dbpedia/3221,ko.dbpedia/3224","['고라니', '강', '포유류']:['고라니', '문', '척삭동물']"
2029,./data_v3/images/120203120220707161846.jpg,이미지 속 척삭동물은 무엇에 속할까,포유류,"ko.dbpedia/3221,ko.dbpedia/3224","['고라니', '강', '포유류']:['고라니', '문', '척삭동물']"
2030,./data_v3/images/120203120220707161925.jpg,이미지 속 사슴과인 동물은 무슨 부류니,포유류,"ko.dbpedia/3220,ko.dbpedia/3221","['고라니', 'subject', '사슴과']:['고라니', '강', '포유류']"
2031,./data_v3/images/120203220220707135523.jpg,사람은 무엇에 포함되어 있니,직비원류,ko.dbpedia/3473,"['사람', '아목', '직비원류']"
2032,./data_v3/images/120203220220707135611.jpg,포유류에 해당하는 동물은 무엇일까,고릴라,ko.dbpedia/3238,"['고릴라', '강', '포유류']"
2033,./data_v3/images/120203220220707135634.jpg,고릴라는 무슨 부류야,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2034,./data_v3/images/120203220220707135720.jpg,이미지 속 유인원은 무엇에 속하니,영장류,"ko.dbpedia/3237,ko.dbpedia/3240","['고릴라', 'subject', '유인원']:['고릴라', '목', '영장류']"
2035,./data_v3/images/120203220220707135812.jpg,이미지 속 영장류는 무엇에 속하는 동물이야,유인원,"ko.dbpedia/3237,ko.dbpedia/3240","['고릴라', 'subject', '유인원']:['고릴라', '목', '영장류']"
2036,./data_v3/images/120203220220707135909.jpg,고릴라는 무엇에 속한 동물일까,포유류,ko.dbpedia/3238,"['고릴라', '강', '포유류']"
2037,./data_v3/images/120203220220707140015.jpg,척삭동물인 고릴라는 어디에 포함될까,영장류,"ko.dbpedia/3240,ko.dbpedia/3241","['고릴라', '목', '영장류']:['고릴라', '문', '척삭동물']"
2038,./data_v3/images/120203220220707140052.jpg,고릴라는 무슨 동물에 속하니,척삭동물,ko.dbpedia/3241,"['고릴라', '문', '척삭동물']"
2039,./data_v3/images/120203220220707140112.jpg,유인원인 고릴라는 무슨 동물이야,척삭동물,"ko.dbpedia/3237,ko.dbpedia/3241","['고릴라', 'subject', '유인원']:['고릴라', '문', '척삭동물']"
2040,./data_v3/images/120203220220707140141.jpg,고릴라는 어떤 동물에 포함될까,척삭동물,ko.dbpedia/3241,"['고릴라', '문', '척삭동물']"
2041,./data_v3/images/120203220220707140201.jpg,고릴라는 무엇에 해당하는 동물이니,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2042,./data_v3/images/120203220220707140227.jpg,철장 안에 있는 고릴라는 어떤 동물에 속해,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2043,./data_v3/images/120203220220707140304.jpg,고릴라는 무엇에 속하는 동물일까,유인원,ko.dbpedia/3237,"['고릴라', 'subject', '유인원']"
2044,./data_v3/images/120203220220707140421.jpg,이미지 속 포유류에 속하는 동물은 뭘까,고릴라,ko.dbpedia/3238,"['고릴라', '강', '포유류']"
2045,./data_v3/images/120203220220707140442.jpg,고릴라는 무엇에 해당할까,척삭동물,ko.dbpedia/3241,"['고릴라', '문', '척삭동물']"
2046,./data_v3/images/120203220220707140502.jpg,이미지 속 영장류는 무슨 동물에 속하니,척삭동물,"ko.dbpedia/3240,ko.dbpedia/3241","['고릴라', '목', '영장류']:['고릴라', '문', '척삭동물']"
2047,./data_v3/images/120203220220707140528.jpg,고릴라는 무엇에 속하는 동물일까,유인원,ko.dbpedia/3237,"['고릴라', 'subject', '유인원']"
2048,./data_v3/images/120203220220707142134.jpg,고릴라는 무엇에 포함될까,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2049,./data_v3/images/120203220220707142318.jpg,고릴라는 무엇에 속해,포유류,ko.dbpedia/3238,"['고릴라', '강', '포유류']"
2050,./data_v3/images/120203220220707142408.jpg,이미지 속 스코틀랜드의 발명품은 무엇에 해당될까,탈것,"ko.dbpedia/9509,ko.dbpedia/9511","['자전거', 'subject', '탈것']:['자전거', 'subject', '스코틀랜드의_발명품']"
2051,./data_v3/images/120203220220707142522.jpg,고릴라는 무엇에 해당하는 동물일까,포유류,ko.dbpedia/3238,"['고릴라', '강', '포유류']"
2052,./data_v3/images/120203220220707142541.jpg,이미지 안의 고릴라는 어떤 동물에 속하지,포유류,ko.dbpedia/3238,"['고릴라', '강', '포유류']"
2053,./data_v3/images/120203220220707142617.jpg,고릴라는 무엇에 속하는 동물이야,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2054,./data_v3/images/120203220220707142718.jpg,고릴라는 무엇에 속하는 동물일까,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2055,./data_v3/images/120203220220707142919.jpg,고릴라는 무엇에 포함될까,척삭동물,ko.dbpedia/3241,"['고릴라', '문', '척삭동물']"
2056,./data_v3/images/120203220220707142944.jpg,고릴라는 무엇에 속하는 척삭동물이야,영장류,"ko.dbpedia/3240,ko.dbpedia/3241","['고릴라', '목', '영장류']:['고릴라', '문', '척삭동물']"
2057,./data_v3/images/120203220220707143422.jpg,고릴라는 무엇에 속하니,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2058,./data_v3/images/120203220220707143459.jpg,이미지 속 고릴라는 무엇에 속할까,영장류,ko.dbpedia/3240,"['고릴라', '목', '영장류']"
2059,./data_v3/images/120203220220707143646.jpg,고릴라는 무엇에 해당하는 동물이지,척삭동물,ko.dbpedia/3241,"['고릴라', '문', '척삭동물']"
